City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
446,Lorengau,PG,82.51,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
447,Los Llanos De Aridane,ES,67.75,scattered clouds,28.6585,-17.9182,Valle Aridane
448,Vangaindrano,MG,72.48,light rain,-23.35,47.6,Hotel Fanilo
449,Karratha,AU,83.19,clear sky,-20.7377,116.8463,ibis Styles Karratha
450,Carballo,ES,62.76,clear sky,43.213,-8.691,Pazo do Souto
453,Cooma,AU,62.44,clear sky,-36.2333,149.1333,High Country Motel
455,Hamilton,US,69.78,fog,39.1834,-84.5333,Six Acres Bed & Breakfast
459,Azovskaya,RU,67.55,clear sky,44.7908,38.6264,Bochka
460,Zabaykalsk,RU,60.62,broken clouds,49.6333,117.3167,Zheleznyy Mir
461,Mutis,CO,77.05,light rain,6.2262,-77.4044,Paraiso Escondido
462,Half Moon Bay,US,64.98,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
463,Mackay,AU,86.68,broken clouds,-21.15,149.2,International Lodge Motel
464,Korla,CN,82.4,few clouds,41.7597,86.1469,Gulisitan Hotel
465,Dolinsk,RU,51.91,few clouds,47.35,142.8,"Gostinitsa ""Yubileynaya"""
468,Fioletovo,AM,67.28,clear sky,40.7224,44.7177,Sass (Սասս)
469,Fortuna,US,57.65,broken clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
470,Makaryev,RU,53.38,overcast clouds,57.8797,43.8069,Postoyalyy Dvor
471,Celendin,PE,53.46,scattered clouds,-6.8703,-78.1517,Villa Madrid
473,Ust-Barguzin,RU,50.77,light rain,53.45,108.9833,Barguzinskiy Priboy Inn
474,Moron,AR,53.35,clear sky,-34.6534,-58.6198,Hotel Morón
475,Kuandian,CN,61.56,clear sky,40.7286,124.7847,Hi Inn Dandong Kuandian Ji Xian Garden
477,Luanda,AO,69.8,broken clouds,-8.8368,13.2343,EPIC SANA Luanda
481,Whitehorse,CA,52.57,broken clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
482,Iracoubo,GF,76.98,overcast clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
483,Yamoussoukro,CI,73.29,light rain,6.8206,-5.2767,Residence Heaven
484,Ajdabiya,LY,78.89,clear sky,30.7554,20.2263,منزلة الحاج سالم خليفة العيساويه الزواوي
485,Lebowakgomo,ZA,67.1,broken clouds,-24.2,29.5,Chuene Resort
486,Kensington,AU,72.3,few clouds,-33.9167,151.2167,Meriton Suites Zetland
487,Freeport,US,72.97,few clouds,40.6576,-73.5832,The Freeport Inn and Marina
488,Mogadishu,SO,80.47,broken clouds,2.0371,45.3438,Hotel Juba
489,Sibolga,ID,86.0,light rain,1.7427,98.7792,Hotel Syariah CN Darussalam
491,Del Rio,US,82.51,clear sky,29.3627,-100.8968,"Holiday Inn Express & Suites del Rio, an IHG Hotel"
492,Soyo,AO,73.74,scattered clouds,-6.1349,12.3689,Hospedaria ndozi'ame
494,Marsa Matruh,EG,78.57,clear sky,31.3525,27.2453,Beau Site
495,Guanare,VE,71.76,overcast clouds,9.0418,-69.7421,Nuevo Hotel Coromoto
496,Ihosy,MG,68.65,scattered clouds,-22.4,46.1167,Tamana hôtel
497,Jaque,PA,77.36,overcast clouds,7.5175,-78.1703,Aventuras Jaque S.A
498,Ridgecrest,US,71.46,clear sky,35.6225,-117.6709,SpringHill Suites by Marriott Ridgecrest
499,Ladario,BR,74.3,broken clouds,-19.0047,-57.6017,Hotel Fazenda 4 cantos
503,Cap Malheureux,MU,74.46,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
504,Palmer,US,64.49,light rain,42.1584,-72.3287,Wedgewood Motel
505,Barra Do Bugres,BR,74.48,few clouds,-15.0725,-57.1811,Hotel 4AM Petrofurt
506,Bor,RU,55.33,broken clouds,56.3567,44.0669,Oktyabrskaya Hotel
507,Ambon,ID,87.94,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
508,Dundalk,US,74.1,clear sky,39.2507,-76.5205,Best Western Plus Hotel & Conference Center
510,Guatire,VE,78.21,overcast clouds,10.4762,-66.5427,Parque Residencial Canaima I
511,Nedjo,ET,64.76,light rain,9.5046,35.5019,Yerosan Hotel
512,Makueni,KE,66.09,overcast clouds,-1.8041,37.6203,WOTE TECHNICAL HOSTELS
515,Parry Sound,CA,66.11,broken clouds,45.3501,-80.033,Bayside Inn
517,Ulladulla,AU,70.77,clear sky,-35.35,150.4667,Sandpiper Motel
518,Finschhafen,PG,78.75,moderate rain,-6.6024,147.8681,Oasis Gagidu Ltd
519,Manacor,ES,65.34,clear sky,39.5696,3.2096,Hotel Can Guixa
521,Brigantine,US,74.01,clear sky,39.4101,-74.3646,Legacy Vacation Resorts - Brigantine Beach
522,Celestun,MX,78.58,clear sky,20.8667,-90.4,Posada Lilia
523,Benicarlo,ES,72.9,broken clouds,40.4165,0.4271,Hotel & Spa Peñíscola Plaza Suites
527,Nebbi,UG,72.43,scattered clouds,2.4783,31.0889,Satellite One Hotel
528,Gat,IL,76.78,scattered clouds,31.61,34.7642,OlusHome
531,Dayong,CN,86.9,overcast clouds,25.0209,118.2898,Haiyue Express Hotel
532,Baytown,US,81.99,clear sky,29.7355,-94.9774,Econo Lodge
533,Byron Bay,AU,71.94,clear sky,-28.65,153.6167,Backpackers Inn
534,Mujiayingzi,CN,69.57,clear sky,42.1167,118.7833,Jinjiang Hotel
535,Praya,CV,77.54,scattered clouds,14.9215,-23.5087,LT Aparthotel
537,Natal,BR,73.62,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
538,North Creek,US,61.97,smoke,47.8195,-122.1762,"Hilton Garden Inn Seattle/Bothell, WA"
539,Kuala Terengganu,MY,89.55,few clouds,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
540,Cockburn Town,TC,78.62,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
541,Gemena,CD,72.14,light rain,3.25,19.7667,Hôtel Goshen
542,Ukiah,US,60.44,scattered clouds,39.1502,-123.2078,Hampton Inn Ukiah
543,Patea,NZ,57.97,overcast clouds,-39.7583,174.4833,Patea Rest N Fresh
544,Pomabamba,PE,50.25,broken clouds,-8.8333,-77.4667,VIVIENDA - ELSA CABELLO
545,Sambava,MG,73.09,light rain,-14.2667,50.1667,Melrose
546,Dalvik,IS,58.93,overcast clouds,65.9702,-18.5286,Dalvík Hostel
547,Chimbote,PE,61.14,broken clouds,-9.0853,-78.5783,Hotel Briliá
549,Kazerun,IR,89.1,clear sky,29.6195,51.6541,آپارتمان بزرگ اویسا
550,Manavgat,TR,77.49,clear sky,36.7867,31.4431,Lake & River Side Hotel & Spa
551,Flin Flon,CA,52.09,overcast clouds,54.7682,-101.865,Victoria Inn Flin Flon
552,Kerouane,GN,68.04,overcast clouds,9.2667,-9.0167,Hotel Seka Seka
553,Methoni,GR,70.21,clear sky,36.8197,21.7049,Methoni Beach Hotel
554,Garowe,SO,82.53,overcast clouds,8.4054,48.4845,Curubo Hotel
555,Manoel Urbano,BR,76.48,broken clouds,-8.8389,-69.2597,Baixada Beira Rio
556,Saint-Pierre,RE,74.88,broken clouds,-21.3393,55.4781,Alize Plage
557,Dingli,MT,73.81,few clouds,35.8614,14.3822,The Xara Palace Relais & Chateaux
560,Imbituba,BR,64.85,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
561,San Cristobal,VE,71.78,overcast clouds,7.7669,-72.225,Pirineos
564,Pasinler,TR,58.19,clear sky,39.9803,41.6764,Pasinler Öğretmenevi
565,Barao De Melgaco,BR,75.76,scattered clouds,-16.1944,-55.9675,Tuiuiu Pantanal Hotel
566,Mountain Home,US,62.08,clear sky,43.133,-115.6912,Mountain Home Inn
567,Vezirkopru,TR,59.49,few clouds,41.1436,35.4547,Vezirkopru Ogretmenevi
568,Neiafu,TO,77.68,few clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
569,Oktyabrskiy,RU,62.08,light rain,54.4815,53.471,Гостиница Октябрьская
570,Botou,CN,78.87,few clouds,38.0667,116.5667,Hanting Hotel Huanghua City Hall
571,Muros,ES,68.16,clear sky,42.7762,-9.0603,Apartment Av. Castelao
572,Mayo,US,75.18,clear sky,38.8876,-76.5119,Resorts Resource Group International
573,Matay,EG,78.46,clear sky,28.419,30.7792,Nag Aespen
575,Skopin,RU,53.38,overcast clouds,53.8249,39.5505,Otel' Bazilik Skopin
576,Yibin,CN,69.26,overcast clouds,28.7667,104.6238,Handsome Guesthouse
578,Quatre Cocos,MU,74.08,few clouds,-20.2078,57.7625,Sunrise Attitude Hotel
579,Padang,ID,86.05,overcast clouds,-0.9492,100.3543,Mercure Padang
580,Namibe,AO,61.95,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
582,Paita,PE,63.43,broken clouds,-5.0892,-81.1144,Hotel Náutico de Paita
584,Akom,CM,65.91,overcast clouds,2.6678,12.7109,Complexe Hôtelier Jeannette
585,San Andres,CO,80.62,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
586,Dalhousie,IN,69.89,scattered clouds,32.5333,75.9833,Hotel Mount View
590,Muravlenko,RU,50.54,overcast clouds,63.7898,74.523,Hostel Rus Muravlenko
592,Dakar,SN,79.68,broken clouds,14.6937,-17.4441,Novotel Dakar
593,Utete,TZ,76.89,broken clouds,-7.986,38.758,River View Lodge
594,Marsabit,KE,65.89,broken clouds,2.3284,37.9899,Chicho Hotel
595,Huanren,CN,60.37,clear sky,41.2647,125.3667,Dynasty Wunvshan Ice Chateau
596,Ureki,GE,75.16,broken clouds,41.9956,41.7786,Hotel Ritsa
599,Cassilandia,BR,72.21,light rain,-19.1133,-51.7342,Delirius Motel
601,Banda Aceh,ID,86.31,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
605,Goianesia,BR,73.04,broken clouds,-15.3175,-49.1175,Kamur Plaza Hotel - Goianésia
606,Kuching,MY,73.62,scattered clouds,1.55,110.3333,Hilton Kuching
607,Chimoio,MZ,71.46,smoke,-19.1164,33.4833,Predio Livraria Ahmed
608,Ranong,TH,84.13,overcast clouds,9.9658,98.6348,Numsai Khaosuay Resort Ranong
610,Nice,FR,56.03,broken clouds,44.0,7.25,OSTAN Hôtel Restaurant
611,Moree,AU,72.37,clear sky,-29.4667,149.85,Molika Springs Motel
612,Hanzhong,CN,63.66,overcast clouds,33.0728,107.0303,Guorui Hotel
613,Buraydah,SA,86.45,broken clouds,26.326,43.975,Mövenpick Qassim
614,Peniche,PT,67.44,scattered clouds,39.3558,-9.3811,Hotel Star inn Peniche
617,Diffa,NE,78.24,scattered clouds,13.3154,12.6113,ProDAF/Diffa
618,Yining,CN,85.71,broken clouds,29.0361,114.5636,Xiushui Hotel
619,Kitob,UZ,86.41,clear sky,39.0843,66.8332,KESH HOTEL
620,Mtwara,TZ,76.33,scattered clouds,-10.2667,40.1833,TIL Hotels Mtwara
621,Mount Isa,AU,87.57,moderate rain,-20.7333,139.5,ibis Styles Mt Isa Verona
622,Rafaela,AR,51.01,clear sky,-31.2503,-61.4867,Parra Hotel & Suites
624,Muli,MV,82.31,broken clouds,2.9167,73.5667,Medhufushi Island Resort
625,Reconquista,AR,59.0,overcast clouds,-29.15,-59.65,Grand Hotel
626,Aberdeen,GB,54.5,overcast clouds,57.1437,-2.0981,Premier Inn Aberdeen City Centre hotel
628,Paithan,IN,80.69,broken clouds,19.4833,75.3833,Prakash lahase
629,Puerto Colombia,CO,77.09,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
630,Cabatuan,PH,85.96,light rain,10.8794,122.486,MVC Transient Room
633,Pakxan,LA,89.4,overcast clouds,18.3778,103.6601,Kong Kham Pheng Guesthouse
635,Keelung,TW,84.09,overcast clouds,25.1283,121.7419,East Coast Star Boutique Hotel
636,Urgut,UZ,76.62,clear sky,39.4022,67.2431,Xursandov Abdullo xonadoni
637,Esmeralda,CU,76.69,clear sky,21.8525,-78.1169,Centro de Pioneros Exploradores
639,Vila,PT,56.28,clear sky,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
640,Vestmanna,FO,50.92,drizzle,62.1564,-7.1664,Vestmanna Camping
643,Kerema,PG,83.21,broken clouds,-7.9631,145.7785,Frena Lodge
645,Mazeikiai,LT,51.71,broken clouds,56.3167,22.3333,Hotel Synet
646,Wuhu,CN,75.69,broken clouds,31.3366,118.3755,JI Hotel Wuhu Pedestrian Street
647,Yei,SS,71.91,light rain,4.095,30.6779,Twins Hotel Yei
648,Las Cruces,US,75.34,clear sky,32.3123,-106.7783,SpringHill Suites by Marriott Las Cruces
649,Zima,RU,51.4,overcast clouds,53.9202,102.0442,"""Na Uglu"""
651,Miraflores,MX,59.04,overcast clouds,19.2167,-98.8083,Hotel Mansión
652,Svay Rieng,KH,85.01,overcast clouds,11.0879,105.7993,Apsara guesthouse
654,Inhambane,MZ,77.0,few clouds,-23.865,35.3833,Oceano
655,Kasungu,MW,76.33,clear sky,-13.0333,33.4833,Mame Motel
656,San Patricio,US,85.86,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
657,Derzhavinsk,KZ,70.77,clear sky,51.1,66.3167,Ooo.khim Baza
658,Husavik,IS,51.62,overcast clouds,66.0449,-17.3389,Bjarnabúð
660,Watsa,CD,70.52,broken clouds,3.0372,29.5355,Hôtel Le Pacifique
661,Bria,CF,71.87,broken clouds,6.5423,21.9863,WFP Guesthouse
662,Nouakchott,MR,80.53,broken clouds,18.0858,-15.9785,HOTEL IMAN
664,Ryotsu,JP,63.79,overcast clouds,38.0833,138.4333,Sadokamoko Onsen Kohanno Yado Yoshidaya
665,Grand-Santi,GF,72.54,scattered clouds,4.25,-54.3833,Hotel La Villa Couacou
666,Lingao,CN,87.49,scattered clouds,19.9103,109.6859,Lingao Ditai Inn
667,Algiers,DZ,73.22,broken clouds,36.7525,3.042,Sofitel Algiers Hamma Garden
668,Kieta,PG,80.44,light rain,-6.2167,155.6333,Uruna Bay Retreat
669,Xining,CN,62.44,broken clouds,36.6167,101.7667,Super Leisure Hotel
672,Jackson,US,69.67,broken clouds,42.4165,-122.8345,Agate Village Apartments
673,Bathsheba,BB,79.41,scattered clouds,13.2167,-59.5167,Atlantis Hotel
676,Dunedin,NZ,53.8,moderate rain,-45.8742,170.5036,Scenic Hotel Southern Cross
677,Doume,CM,67.23,overcast clouds,4.2333,13.45,Hotel Universel
678,Porto Belo,BR,62.17,overcast clouds,-27.1578,-48.5531,Costa Verde Beach Hotel
679,Shache,CN,80.67,few clouds,38.4167,77.2406,Delong Hotel
680,Ust-Ishim,RU,68.02,overcast clouds,57.6935,71.1665,"Velichko T.p., Gostinitsa"
682,Bagotville,AU,71.85,few clouds,-28.9833,153.4167,Broadwater Sunrise Caravan Park
683,Nurota,UZ,84.67,clear sky,40.5614,65.6886,Guest House Ruslan Nurata & Tours
684,Lakhipur,IN,88.34,scattered clouds,26.0299,90.3041,Rajdhani Hotel
685,Bafoulabe,ML,74.12,scattered clouds,13.8065,-10.8321,Logement du Chargé SIS Abdoul Karim Konaté
686,Hereford,GB,51.96,overcast clouds,52.0568,-2.7148,The Green Dragon Hotel
688,Oktyabrskoye,RU,57.34,broken clouds,43.0645,44.7417,Prolesok Mini-hotel
689,Zarubino,RU,61.23,clear sky,42.63,131.0922,Okean
690,Namatanai,PG,82.29,light rain,-3.6667,152.4333,Seagulls Inn Namatani
691,Coos Bay,US,57.92,clear sky,43.3665,-124.2179,Best Western Holiday Hotel
692,Miles City,US,67.17,clear sky,46.4083,-105.8406,FairBridge Inn & Suites Miles City
693,Matara,LK,85.42,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
694,Kichmengskiy Gorodok,RU,50.88,overcast clouds,59.9816,45.7854,Gostinitsa
695,Port Moresby,PG,89.02,haze,-9.4431,147.1797,Lamana Hotel (Port Moresby)
696,Nisia Floresta,BR,73.78,broken clouds,-6.0911,-35.2086,Rancho Crepusculo
700,Bucerias,MX,75.52,overcast clouds,20.75,-105.3333,Royal Decameron Complex - Puerto Vallarta
701,Bonavista,CA,50.58,broken clouds,48.6499,-53.1147,Sweet Sharons bnb
703,Paranhos,BR,63.52,overcast clouds,-23.8928,-55.4311,Hotel Saron
705,Road Town,VG,82.31,overcast clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
706,Liberal,US,77.14,clear sky,37.0431,-100.921,Hampton Inn & Suites Liberal
707,Beidao,CN,64.42,overcast clouds,34.5686,105.8933,Shell Tianshui Maiji District Erma Road Walking Street Hotel
708,Coruripe,BR,71.17,scattered clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
709,Terrasini,IT,73.62,clear sky,38.146,13.0844,Florio Park Hotel
710,Segou,ML,75.99,overcast clouds,13.4317,-6.2157,Comme chez soi
711,Port Pirie,AU,73.31,overcast clouds,-33.1833,138.0167,John Pirie Motor Inn
712,Khartoum,SD,81.01,overcast clouds,15.5518,32.5324,Hotel China
713,Srikakulam,IN,77.86,overcast clouds,18.3,83.9,Micro Systems
714,Tripoli,LY,84.97,scattered clouds,32.8752,13.1875,Al Waddan Hotel
715,Volsk,RU,64.02,scattered clouds,52.0333,47.3833,Oasis Mini Hotel
